business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Anisha Enterprises CCTV | CP PLUS | DAHUA | HIKVISION | SECUREYE| GPS। EPABX। INTERCOM। WATER LEVEL CONTROLLER।,CCTV Installation and Security System,Security system installation service,"Security system installation service, Air conditioning contractor, Burglar alarm store, Fire alarm supplier, Fire protection service, Fire protection system supplier, Home automation company, Electronics store, Security system supplier, Video Conferencing Service Provider",822113,Jharkhand Circle,Ranchi Region,Palamau Division,"Chhatarpur SO, Babhandih BO, Bishunpur BO",+91 79057 34308,http://www.yourdigitaldost.com/,4.9,199,"N8/256 D-3-2-1, Kedar Nagar Colony, Brij Enclave Colony, Sundarpur, Nagwa, Varanasi, Uttar Pradesh 221005","Kedar Nagar Colony, Brij Enclave Colony, Sundarpur, Nagwa",25.2837998,82.97870879999999,ChIJy5ppXI4zjjkRfuQO5h650zE,https://www.google.com/maps/place/?q=place_id:ChIJy5ppXI4zjjkRfuQO5h650zE,part_382,2026-09-20 20:54:12
