business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Agrawal Commerce Academy-|CA|-|CS|-|B.C.om|-|11th and 12th|,Commerce and CA Coaching,Coaching Center,Coaching Center,821113,Bihar Circle,Patna HQ Region,Rohtas Division,"Takia Bazar SO, Alampur BO, Barkadih BO",+91 96488 25903,N/A,4.6,34,"Sigra Chauraha 5,Sampoornanad Colony Behind Govind Vastralay, Mahmoorganj Rd, Varanasi, Uttar Pradesh 221002","Near Punjab National Bank Mahmoorganj ATM, Mahmoorganj",25.309834199999997,82.98896409999999,ChIJG8LH3_4tjjkRZS4A6FgzXmo,https://www.google.com/maps/place/?q=place_id:ChIJG8LH3_4tjjkRZS4A6FgzXmo,part_382,2026-09-20 20:40:31
