business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
UTL Solar Shoppe | Solar Inverter | Solar Panel | Battery - Dhiraj Enterprises,Solar Rooftop and Inverter Dealer,Solar energy equipment supplier,"Solar energy equipment supplier, Battery Store, Solar energy system service",821311,Bihar Circle,Patna HQ Region,Rohtas Division,"Rohtas SO, Baknaura BO, Kushdihra BO",+91 97744 95789,https://www.upsinverter.com/utl/sheohar/,5,2,"Shop No. 101, Landmark, near Shree Ram Petrol Pump, Sheohar, Bihar 843329",821311,26.5144318,85.29726769999999,ChIJRyUFhPjn7DkRD-hGfGJ7XFg,https://www.google.com/maps/place/?q=place_id:ChIJRyUFhPjn7DkRD-hGfGJ7XFg,part_382,2026-09-20 20:48:33
