business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Wave Career Academy JEE | NEET | Foundation,NEET and JEE Coaching Center,Education center,Education center,824220,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"Dobhi SO, Amarut BO, Babahandeo BO",N/A,N/A,4.8,4,"FXM8+JF6, Goshain Pesra, Bihar 824220",824220,24.484032499999998,84.9661328,ChIJk82pZwQ18zkRJt2y2xB_Zks,https://www.google.com/maps/place/?q=place_id:ChIJk82pZwQ18zkRJt2y2xB_Zks,part_384,2026-09-20 20:25:10
