business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Vedantam Ayurveda | Ayurvedic Clinic | Best Skin and Hair Treatment | Skin Care | Pigmentation,Herbal and Ayurvedic Cosmetic Products,Ayurvedic clinic,"Ayurvedic clinic, Herb shop, Skin care clinic",825317,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"BSF Meru SO, Jagarnath Dham BO, Silwarkalan BO",+91 92056 78439,https://vedantamayurveda.in/,4.8,66,"Khasra No 540, Govind Dham Colony, Plot No-150, Govindpuram, Ghaziabad, Uttar Pradesh 201001",Govindpuram,28.7047663,77.5021964,ChIJm_iCtjfyDDkRlP7Qk99llUw,https://www.google.com/maps/place/?q=place_id:ChIJm_iCtjfyDDkRlP7Qk99llUw,part_384,2026-09-20 20:44:37
