business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jindal Panther TMT Dealer - Maa Iron And Steel Company |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 98354 12744,https://www.jindalpanther.com/,,,"Qxwx+6X9, Swarajpuri Rd, Luxmipur, Nagmatia Colony, Gaya, Bihar 823001","Luxmipur, Nagmatia Colony",24.797502299999998,85.0007382,ChIJr9qKqYcr8zkR_ERnTS5mGk0,https://www.google.com/maps/place/?q=place_id:ChIJr9qKqYcr8zkR_ERnTS5mGk0,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Lohani Steel Traders |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 99056 92725,https://www.jindalpanther.com/,,,"Mir Abushale Road, Gol Bagicha, Gaya, Bihar 823001",Gol Bagicha,24.803715,85.00530499999999,ChIJk4hTIxUr8zkR8_JbxAMPhOc,https://www.google.com/maps/place/?q=place_id:ChIJk4hTIxUr8zkR8_JbxAMPhOc,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Av Corporation |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 98012 13412,https://www.jindalpanther.com/,,,"Dulhingunj, Kirani Ghat, Gaya, Bihar 823001",Dulhingunj,24.796435499999998,85.00795629999999,ChIJbxFhioQr8zkRZptIfq3OGmY,https://www.google.com/maps/place/?q=place_id:ChIJbxFhioQr8zkRZptIfq3OGmY,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Zafar Trading Company |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 99340 23959,https://www.jindalpanther.com/,,,"Q2W3+J59, Bari Rd, Maroof Ganj, Gaya, Bihar 823001",Maroof Ganj,24.7965605,85.00282059999999,ChIJ7wA8Tbcr8zkRQ8Fy2DppEHw,https://www.google.com/maps/place/?q=place_id:ChIJ7wA8Tbcr8zkRQ8Fy2DppEHw,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Magadh Trading Compnay | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 95725 55607,https://www.jindalpanther.com/,,,"Bitho More, Murarpur, Gaya, Bihar 823001",Murarpur,24.7999831,85.01275749999999,ChIJN7nKbyEr8zkREPbKEWL22SY,https://www.google.com/maps/place/?q=place_id:ChIJN7nKbyEr8zkREPbKEWL22SY,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Maa Kali And Sons | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 93342 64962,https://www.jindalpanther.com/,,,"Infront Of Sudha Talkies, Lakhibag, Gaya, Manpur, Bihar 823003",Lakhibag,24.7931414,85.02167419999999,ChIJu5vROwwr8zkR1EFoz96UH3c,https://www.google.com/maps/place/?q=place_id:ChIJu5vROwwr8zkR1EFoz96UH3c,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Uma Maheshwar Traders | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 83405 76609,https://www.jindalpanther.com/,,,"Q2Xw+H3G, Gaya - Nawada Rd, Sikahar, Gaya, Bihar 823001",824232,24.7989762,85.045728,ChIJ7ySumqop8zkRVhrhH_DCiww,https://www.google.com/maps/place/?q=place_id:ChIJ7ySumqop8zkRVhrhH_DCiww,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Dev Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 90066 49568,https://www.jindalpanther.com/,,,"N. K. Lal Road, Dukhaharni Mandir, Murarpur, Gaya, Bihar 823001",Murarpur,24.7998896,85.01119539999999,ChIJI1egtc0r8zkRCqrFcUfim6g,https://www.google.com/maps/place/?q=place_id:ChIJI1egtc0r8zkRCqrFcUfim6g,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Kaushal Sharma Traders |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 99340 54195,https://www.jindalpanther.com/,,,"New Bazar Takiyakarpi, Khizarsarai, Surheri, Bihar 824233",824232,24.7790862,85.0275613,ChIJWTbMtlIp8zkRhA55Zj70Mr0,https://www.google.com/maps/place/?q=place_id:ChIJWTbMtlIp8zkRhA55Zj70Mr0,part_384,2026-09-20 20:27:00
Jindal Panther TMT Dealer - Mohammad Jawed Akhtar | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824232,Bihar Circle,Patna HQ Region,Gaya Division,"Fatehpur SO Gaya, Akamba BO, Ambatari BO",+91 93341 93958,https://www.jindalpanther.com/,,,"Road No -15, Katari Hill Rd, Aliganj, Gaya, Bihar 823001",Aliganj,24.792732899999997,84.9873185,ChIJDTYdYXsr8zkRVJ0vfI0p5Ag,https://www.google.com/maps/place/?q=place_id:ChIJDTYdYXsr8zkRVJ0vfI0p5Ag,part_384,2026-09-20 20:27:00
