business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Oceans Fay | Digital Marketing Agency,Digital Marketing Agencies,Internet marketing service,"Internet marketing service, Advertising agency, Graphic designer, Video editing service, Web hosting company, Website designer",825319,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Reformatory School SO, Bahimar BO, Danr BO",+91 78699 18236,http://oceansfay.com/,4.8,57,"3rd floor, Rampur Chowk, near PNB Bank, Panch Sheel Nagar, Satyanand Vihar, Adarsh Nagar, Rampur, Jabalpur, Madhya Pradesh 482008","Panch Sheel Nagar, Satyanand Vihar, Adarsh Nagar, Rampur",23.1404775,79.9252312,ChIJ2xSg3gyvgTkRwLT5JVgjE2k,https://www.google.com/maps/place/?q=place_id:ChIJ2xSg3gyvgTkRwLT5JVgjE2k,part_384,2026-09-20 20:46:08
