business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Paropkar Oil | Best Soya Oil | mustard oil for cooking | pure mustard oil | Paropkar Premium Hing | best dry fruits,Edible Oil Wholesaler,Manufacturer,"Manufacturer, Dry Fruit Store, Food manufacturer, Oil refinery",829127,Jharkhand Circle,Ranchi Region,Giridih Division,"Sunday Bazar SO, Bedkaro BO, Kurpania B.O",+91 87709 45907,https://paropkaroil.com/,4.8,6,"Industrial Area, Mandideep, Jhalar Kalan, Bhopal, Madhya Pradesh 464993","Industrial Area, Mandideep",23.083994699999998,77.5351428,ChIJl1RJXHRHfDkRHwriCO1WtoY,https://www.google.com/maps/place/?q=place_id:ChIJl1RJXHRHfDkRHwriCO1WtoY,part_387,2026-09-20 20:31:54
