business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
HealthAssure - Niramaya Das Health Care Centre | Diagnostic centre RAMGARH CANTT | Blood Tests & Ultrasound,Diagnostic Center,Diagnostic center,Diagnostic center,829122,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Ramgarh Cantt HO, Ramgarh SO Ramgarh",+91 84095 14225,https://www.healthassure.in/,,,"Bangali Tola, Gola Rd, near Kali Mandir, Chatti bazar, Ramgarh Cantonment, Jharkhand 829122",Chatti bazar,23.6282678,85.52191669999999,ChIJmXSENHX19DkRDgSa8wVcHLY,https://www.google.com/maps/place/?q=place_id:ChIJmXSENHX19DkRDgSa8wVcHLY,part_387,2026-09-20 20:29:42
