business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Lilavati Herbal _IMC,Herbal and Ayurvedic Cosmetic Products,Ayurvedic clinic,Ayurvedic clinic,829117,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Bharechnagar BO, Digwar BO, Kander BO",N/A,N/A,2,,"At Baliya; village karma; po karma, ps, Mandu, Jharkhand 829117",829117,23.681846099999998,85.58125299999999,ChIJX-WTBKr19DkRG_BBQrLEuiM,https://www.google.com/maps/place/?q=place_id:ChIJX-WTBKr19DkRG_BBQrLEuiM,part_387,2026-09-20 20:27:28
