business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Ghar Dvar | Real Estate Marketing Agency | Jharkhand Online Property Portal |,Commercial Real Estate Brokerages,Apartment building,"Apartment building, Advertising agency, Apartment complex, Building society, Industrial real estate agency, Marketing agency, Property management company, Townhouse complex",835231,Jharkhand Circle,Ranchi Region,Ranchi Division,"Bishunpur SO, Adar BO, Banari BO",+91 82106 78002,N/A,4,88,"Lalji Hirji Rd, Upper Bazar, Ranchi, Jharkhand 834001",Upper Bazar,23.3686074,85.3218909,ChIJAy5YE93k9DkRi8mrM6V5xm0,https://www.google.com/maps/place/?q=place_id:ChIJAy5YE93k9DkRi8mrM6V5xm0,part_390,2026-09-20 20:25:53
