business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
InteriorWala || 'MADELEINE' SPC FLOORING Distributor of Bihar,False Ceiling Contractor,Interior architect office,"Interior architect office, Interior construction contractor, Interior Decorator, Interior designer, Interior fitting contractor, Retaining wall supplier, Wood and laminate flooring supplier, Wood floor installation service",841202,Bihar Circle,Muzaffarpur Region,Saran Division,"Basant SO, DSultanpur BO, Fatehpur Chain BO",+91 83770 74704,https://theinteriorwala.in/,5,,"Chainpur Kothi, near Karlo Service Center & Dant Aspatal, Bata Ganj, Patna, Bihar 800012",Bata Ganj,25.6492386,85.07404249999999,ChIJEbE73_tX7TkRPviLQN-kius,https://www.google.com/maps/place/?q=place_id:ChIJEbE73_tX7TkRPviLQN-kius,part_390,2026-09-20 20:35:31
