business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Roy's Marketing | Website Designer | Rupnarayanpur | Chittaranjan | Asansol,Local SEO Agencies,Internet marketing service,Internet marketing service,815354,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Mihijam SO, Chandra Dhipa BO, Kelahi BO",N/A,N/A,,,"Bazar, House No. 48, Durga Mandir Lane No. 2 Pithaikeary Rupnarayanpur, Rupnarayanpur, West Bengal 713386",815354,23.818442599999997,86.8836524,ChIJ1SI5da_f9jkRjIW817TVW88,https://www.google.com/maps/place/?q=place_id:ChIJ1SI5da_f9jkRjIW817TVW88,part_381,2026-09-20 20:52:18
