business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Tasty Nation || The family restaurant,Restaurant Chains,Family restaurant,Family restaurant,815352,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Karmatar SO, Amdiha BO, Amjora Koiridih BO",+91 80927 89843,N/A,4.1,,"Ranchi - Purulia Rd, Muri, Jharkhand 835101",815352,23.366769599999998,85.8620227,ChIJM52hLkZL9DkR5Rs1zZZ4Y24,https://www.google.com/maps/place/?q=place_id:ChIJM52hLkZL9DkR5Rs1zZZ4Y24,part_381,2026-09-20 20:50:18
