business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Ozone India | A-One Furniture Industries | Madhupur, Chhattisgarh",Modular Kitchen Manufacturer,Hardware store,"Hardware store, Door supplier, Furniture accessories, Home improvement store, Tool store",815353,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Madhupur SO, Bagjora BO, Bamangama BO",+91 99263 08000,https://stores.ozone.in/ozone-india-a-1-furniture-industries-gurunanak-chowk-osdlr12075,,,"Gurunanak Chowk, MG Road, Madhupur, Chhattisgarh 815353",815353,24.2656746,86.6468409,ChIJh6ReU1M38TkRfEV-2T94sbs,https://www.google.com/maps/place/?q=place_id:ChIJh6ReU1M38TkRfEV-2T94sbs,part_381,2026-09-20 20:51:16
