business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"PREM ENTERPRISE GST SUVIDHA KENDRA , SIMJURI,",Business and Audit Services,Tax consultant,Tax consultant,815355,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Nala SO, Afzalpur BO, Baragholjore BO",N/A,N/A,,,"STREET NO:-88, QRS NO;-14D, Simjuri, Chittaranjan, West Bengal 713331",Simjuri,23.877840499999998,86.9086835,ChIJN3bLwAQn9zkR_vZXnuRO37g,https://www.google.com/maps/place/?q=place_id:ChIJN3bLwAQn9zkR_vZXnuRO37g,part_381,2026-09-20 20:52:55
