business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Biswanath Homoeo Clinic || Best Homeopathy Clinic In Dhanbad | Best Homeopathy Doctor In Dhanbad,Homeopathic Clinic,Homeopath,Homeopath,825408,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Itkhori SO, Amjhar BO, Bargaon BO",N/A,N/A,4.9,207,"Topchanchi Road, College, near Katras, behind Saraswati Seva Sadan, Katras, Jharkhand 828114",825408,23.8205913,86.28052749999999,ChIJ-cOJ3dqn9jkRYGmgxAiiRL0,https://www.google.com/maps/place/?q=place_id:ChIJ-cOJ3dqn9jkRYGmgxAiiRL0,part_385,2026-09-20 20:25:54
