business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jewellery Garden Pvt Ltd. ||Best Gold & Diamond Jewellery Store in Durgapur|| Main Branch,Goldsmith and Jewellery Repair,Jewelry store,"Jewelry store, Bridal shop, Gold dealer, Goldsmith, Jeweler, Jewelry designer, Jewelry repair service, Gemstone Jeweler, Silversmith",826005,Jharkhand Circle,Ranchi Region,Dhanbad Division,BCCl Township SO,+91 343 255 7761,https://www.jewellerygardenpvtltd.com/,4.1,,"Station Road Opp Durgapur Transport Office Durgapur Bazaar, Durgapur, West Bengal 713201",Industrial Area,23.4966835,87.32120599999999,ChIJMXDprnRx9zkR0md20uWwkO4,https://www.google.com/maps/place/?q=place_id:ChIJMXDprnRx9zkR0md20uWwkO4,part_385,2026-09-20 20:34:20
