business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
S.K Creative - Website Designing | Digital Marketing Agency | Wordpres Design | Graphic Design,Social Media Marketing Agencies,Website designer,Website designer,825418,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Domchanch Bazar SO, Arkhango BO, Bagro BO",+91 79038 29078,N/A,5,2,"Myurnachna, Kalalimod, Nawatand, Kalalimod, Jainagar, Ojhadih, Jharkhand 828109",825418,23.9077292,86.4448835,ChIJxf_31Dm79jkR_rcF-69rz0w,https://www.google.com/maps/place/?q=place_id:ChIJxf_31Dm79jkR_rcF-69rz0w,part_385,2026-09-20 20:31:33
