business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Jindal Panther TMT Dealer - Sujit Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 70044 20569,https://www.jindalpanther.com/,,,"Dhaiya Rd, Bhandhar, Dhaiya, Dhanbad, Velatanr, Jharkhand 826004","Bhandhar, Dhaiya",23.8320799,86.4394607,ChIJi0_3g2C79jkRnq-VI8TK_e8,https://www.google.com/maps/place/?q=place_id:ChIJi0_3g2C79jkRnq-VI8TK_e8,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Rahul Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 70049 99075,https://www.jindalpanther.com/,,,"G N College, Bhuda Colony, Dhanbad, Jharkhand 828109",Bhuda Colony,23.781918599999997,86.44830209999999,ChIJV0vD_um99jkRJREE28sOG8k,https://www.google.com/maps/place/?q=place_id:ChIJV0vD_um99jkRJREE28sOG8k,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Manoj Trading | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 79797 48494,https://www.jindalpanther.com/,,,"Millat Nagar, Tundi Barwadda- Rd, Barwadda, Charak Pathar, Dhanbad, Jharkhand 826004",Barwadda,23.8605061,86.4201976,ChIJc4sQY-e79jkRanTXie-msmw,https://www.google.com/maps/place/?q=place_id:ChIJc4sQY-e79jkRanTXie-msmw,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Jawed Traders | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 87575 22762,https://www.jindalpanther.com/,,,"Rgq3+7Jh, Grand Trunk Rd, Jialgara, Dhanbad, Jharkhand 828109",826004,23.8393896,86.5019653,ChIJd6R1veS59jkRhLjg7ygAnLg,https://www.google.com/maps/place/?q=place_id:ChIJd6R1veS59jkRhLjg7ygAnLg,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Mantu Cement And Hardware|TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 87892 17721,https://www.jindalpanther.com/,,,"Qcgq+2Cj, Pathrakulli, Patraulhi, Dhanbad, Jharkhand 826001",Pathrakulli,23.772215,86.4384183,ChIJMef0gcK99jkRkM1tUmEuZmw,https://www.google.com/maps/place/?q=place_id:ChIJMef0gcK99jkRkM1tUmEuZmw,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Arbind Steel |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 90318 16432,https://www.jindalpanther.com/,,,"Rishna Kuteer, near Panday Mansion, Nawadih, Dhanbad, Jharkhand 826001",Nawadih,23.8230368,86.4143667,ChIJKw62LFKl9jkRyh6D4S5TJ9E,https://www.google.com/maps/place/?q=place_id:ChIJKw62LFKl9jkRyh6D4S5TJ9E,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Shree Salasar Steel Traders|TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 94315 19569,https://www.jindalpanther.com/,,,"Uppor Bazar C. D. Singh Colony Rc6J+Vx2 Dhaiya, Chandra Vihar Colony, Dhanbad, Jharkhand 826001",Chandra Vihar Colony,23.8121598,86.432445,ChIJZQfuhwe99jkRz2vq-l8WMxI,https://www.google.com/maps/place/?q=place_id:ChIJZQfuhwe99jkRz2vq-l8WMxI,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Yashoda Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 98356 64418,https://www.jindalpanther.com/,,,"Gn. Mukherjee Road, Tapowan colony, Hirapur, Dhanbad, Jharkhand 826001",Tapowan colony,23.824176299999998,86.47414529999999,ChIJq6V0h2a79jkRb4WV9vxuw1M,https://www.google.com/maps/place/?q=place_id:ChIJq6V0h2a79jkRb4WV9vxuw1M,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Pathak Brothers | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 87090 70307,https://www.jindalpanther.com/,,,"Grand Trunk Rd, Gobindpur, Dhanbad, Jharkhand 828109",826004,23.8365798,86.5116305,ChIJ9RxkrXm99jkRf5blwrdejjU,https://www.google.com/maps/place/?q=place_id:ChIJ9RxkrXm99jkRf5blwrdejjU,part_385,2026-09-20 20:33:47
Jindal Panther TMT Dealer - Shankar Steel |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO",+91 94317 24548,https://www.jindalpanther.com/,,,"Rcxj+C74, Damkarabarwa, Dhanbad, Jharkhand 826001",826004,23.8513055,86.4299604,ChIJlSP5JVq79jkRyDG5lngFFaw,https://www.google.com/maps/place/?q=place_id:ChIJlSP5JVq79jkRyDG5lngFFaw,part_385,2026-09-20 20:33:47
