business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Astha Foundation || Nasha Mukti Kendra || Deaddiction Centre in Dhanbad cum Rehabilitation Centre in Dhanbad, Jharkhand",Wellness Center,Rehabilitation center,"Rehabilitation center, Addiction treatment center, Alcoholism treatment program",826005,Jharkhand Circle,Ranchi Region,Dhanbad Division,BCCl Township SO,+91 99320 25747,http://www.asthafoundationdhanbad.in/,4.8,59,"Gulmohar Marriage Garden, Gobindpur, Tilakraidi, Jharkhand 826008",826005,23.8306754,86.50548189999999,ChIJQ-FQK2O59jkRW8PwQUlrpIM,https://www.google.com/maps/place/?q=place_id:ChIJQ-FQK2O59jkRW8PwQUlrpIM,part_385,2026-09-20 20:34:33
