business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Dr. B. Rani Memorial Clinic || Dr. Anupriya, MS (Obs & Gynae)",Polyclinic,Obstetrician-gynecologist,Obstetrician-gynecologist,825413,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Gurio BO, Telaiya Dam SO, Kolhaukala BO",N/A,N/A,3.4,21,"2, Ranchi - Patna Rd, Jhumri Telaiya, Jharkhand 825409",825413,24.4345005,85.5255057,ChIJd7wbqph08zkRJ8dZrlCDJTA,https://www.google.com/maps/place/?q=place_id:ChIJd7wbqph08zkRJ8dZrlCDJTA,part_385,2026-09-20 20:29:06
