business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Reliance SMART Superstore,Multi-location Retail Chains,Hypermarket,"Hypermarket, Appliance store, Beverage Store, Convenience store, Dairy store, Gourmet grocery store, Health food store, Home goods store, Indian grocery store, Produce market",822121,Jharkhand Circle,Ranchi Region,Palamau Division,"Nagar Utari SO, Adhaura BO, Amba Khorya  BO",+91 1800 891 0001,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-sakchi-jamshedpur-280690/Home,4,2835,"No 11 &; 12, Seagull Apartment, SN G/01, SNP Area, Ambagan, Sakchi, Jamshedpur, Jharkhand 831001","SNP Area, Ambagan, Sakchi",22.8072698,86.20250569999999,ChIJE37jUQbj9TkRVxeCvhraoeo,https://www.google.com/maps/place/?q=place_id:ChIJE37jUQbj9TkRVxeCvhraoeo,part_383,2026-09-20 20:57:02
