business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
PRAKASH KITCHEN | INTERIOR | Renovation | Modular kitchen in wanowadi,Modular Kitchen Manufacturer,Kitchen furniture store,"Kitchen furniture store, Interior designer",824113,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"Bhakharua SO, Akauni BO, Aranda BO",+91 90491 13709,N/A,4.9,,"shop no.5 shivam society nr.Dominoz pizza, Vitthal Rao Shivarkar Rd, Natraj Enclave Society, Shivam, Wanowrie, Pune, Maharashtra 411040","Natraj Enclave Society, Shivam, Wanowrie",18.4986557,73.900544,ChIJl3PWPvPBwjsRA3GbbJyGK8k,https://www.google.com/maps/place/?q=place_id:ChIJl3PWPvPBwjsRA3GbbJyGK8k,part_383,2026-09-20 21:16:24
