business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Bikis Delights | Cloud kitchen | Pizza,Cloud Kitchen,Pizza restaurant,Pizza restaurant,822126,Jharkhand Circle,Ranchi Region,Palamau Division,"Satbarwa SO, Bakoriya BO, Barwaiya BO",+91 92635 84767,N/A,5,14,"Latehar Bypass, Amwatikar, Latehar, Jharkhand 829206",Amwatikar,23.7455908,84.5033036,ChIJ8xcLXjBtizkR4f-LUYRAYiA,https://www.google.com/maps/place/?q=place_id:ChIJ8xcLXjBtizkR4f-LUYRAYiA,part_383,2026-09-20 21:03:02
