business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dipali Traders - Elegant Steel Distributor in Rohtas and Kaimur |,TMT Steel and Iron Wholesaler,Building materials supplier,"Building materials supplier, Cement Supplier, Iron & Steel Store, Steel distributor",824102,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"S S College SO, Bijauli BO, Chauria BO",+91 75620 18338,https://dipalitraders.in/,5.0,10.0,"Gali No-2, Kailash Nagar, Sasaram, Mirzapur, Bihar 821115",824102,24.953974799999997,84.0359177,ChIJx5e0EkK3jTkRC5QNGQrOkHU,https://www.google.com/maps/place/?q=place_id:ChIJx5e0EkK3jTkRC5QNGQrOkHU,part_383,2026-09-20 21:13:35
Jindal Panther TMT Dealer - M. K. Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824102,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"S S College SO, Bijauli BO, Chauria BO",+91 70048 53739,https://www.jindalpanther.com/,,,"Purani Pnb Bank, Obra Bazar, Bihar 824124",824102,24.893008299999998,84.37340499999999,ChIJGcgWd4ADjTkRv8UStJz-Xg8,https://www.google.com/maps/place/?q=place_id:ChIJGcgWd4ADjTkRv8UStJz-Xg8,part_383,2026-09-20 21:13:35
Jindal Panther TMT Dealer - Raju Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",824102,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"S S College SO, Bijauli BO, Chauria BO",+91 84348 95555,https://www.jindalpanther.com/,,,"1 Jasoiya, More Patna Road, Chhotki, Simri, Gaura, Bihar 824111",Chhotki,24.629088,84.3337559,ChIJ8x6Ab9b5jDkRECr2izzF9xk,https://www.google.com/maps/place/?q=place_id:ChIJ8x6Ab9b5jDkRECr2izzF9xk,part_383,2026-09-20 21:13:35
