business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
M.A.Enterprises Cement Dealer | Tmt Bar Dealer | steel Dealer | Iron Dealer | Iron Steel Dealer,TMT Steel and Iron Wholesaler,Building materials supplier,"Building materials supplier, Cement Supplier, Real Estate Builders & Construction Company, Hardware store, Iron & Steel Store, Steel distributor",822134,Jharkhand Circle,Ranchi Region,Palamau Division,"Manjhiaon SO, Karuie BO, Ataula BO",+91 98892 09239,http://maenterprisesnaini.com/,5,183,"Rewa Rd, Naini, Bhandra Umar Ganj, Prayagraj, Uttar Pradesh 211008",Naini,25.3621669,81.83673399999999,ChIJkR4J1-81hTkRN2tk9_Dv2v4,https://www.google.com/maps/place/?q=place_id:ChIJkR4J1-81hTkRN2tk9_Dv2v4,part_383,2026-09-20 21:07:24
