business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Congruity India CCTv Security Systems | Visakhapatnam (vizag),CCTV Installation and Security System,Security system supplier,"Security system supplier, Camera store, Repair service, Security system installation service",835103,Jharkhand Circle,Ranchi Region,Ranchi Division,"Tatisilway SO, Angara BO, Bisa BO",+91 92479 89260,http://www.congruityindia.com/,4.8,48,"1st Floor, 50-81-29, Seethammapeta Main Rd, Ganesh Nagar, Madhuranagar, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016","Ganesh Nagar, Madhuranagar, Dwaraka Nagar",17.7344889,83.3069969,ChIJ48XEHtdDOToRrw33XtejMDE,https://www.google.com/maps/place/?q=place_id:ChIJ48XEHtdDOToRrw33XtejMDE,part_389,2026-09-20 20:40:34
