business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Make My Buzz || Digital Marketing Agency in Varanasi,Local SEO Agencies,Internet marketing service,Internet marketing service,832104,Jharkhand Circle,Ranchi Region,Singhbhum Division,"Meria BO, Khairbani BO, Kuilisuta BO",+91 81300 62681,http://www.makemybuzz.com/,4.9,,"N-10/72, New Colony Kakarmatta, Sundarpur, Nagwa, Varanasi, Shivdaspur, Uttar Pradesh 221004","New Colony Kakarmatta, Sundarpur, Nagwa",25.2864756,82.9714855,ChIJYRRZE0YyjjkRzk3kLBsaWUA,https://www.google.com/maps/place/?q=place_id:ChIJYRRZE0YyjjkRzk3kLBsaWUA,part_388,2026-09-20 20:31:20
