business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Akarya (Best for CUET | CA | CS | 11th Commerce | 12th Commerce | BBA),Commerce and CA Coaching,Coaching Center,"Coaching Center, Educational institution",832113,Jharkhand Circle,Ranchi Region,Singhbhum Division,Hata Chowk SO,N/A,N/A,4.8,133,"B 36, 43 - 76, Brahmanand Colony, Durgakund, Tulsi Manas Mandir Colony, Naria, Varanasi, Uttar Pradesh 221005","Brahmanand Colony, Durgakund, Tulsi Manas Mandir Colony, Naria",25.286808699999998,82.9959094,ChIJDZuSWL0xjjkRcBgeFq4_3fo,https://www.google.com/maps/place/?q=place_id:ChIJDZuSWL0xjjkRcBgeFq4_3fo,part_388,2026-09-20 20:36:22
