business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RK Apparels | Sungrace Uniforms Manufacturing Unit,Uniform Manufacturer,Garment Exporter,"Garment Exporter, Clothing manufacturer, Knitwear manufacturer, Sportwear manufacturer",833212,Jharkhand Circle,Ranchi Region,Singhbhum Division,Danguaposi SO,+91 95644 00000,https://sungraceuniforms.com/,5,,"B1-434, Anand Nagar, Maqsudan, Jalandhar, Punjab 144008","Anand Nagar, Maqsudan",31.366597799999997,75.54962309999999,ChIJo4JBoo9RGjkRO7MkOHNI81M,https://www.google.com/maps/place/?q=place_id:ChIJo4JBoo9RGjkRO7MkOHNI81M,part_388,2026-09-20 20:48:25
